category,headline,short_description,date,headline_finbert_sentiment,headline_finbert_score,desc_finbert_sentiment,desc_finbert_score,headline_finbert_numerical,desc_finbert_numerical,avg_finbert_sentiment
POLITICS,"4 years later, only 3 new miles of 'wall' and not a single peso from mexico",Trump visited Arizona to tout 212 miles of new fence — but only three were built where there was previously no barrier.,2020-06-23,neutral,0.9163708090782166,neutral,0.8279260396957397,0,0,0.0
IMPACT,it’s time for america to get serious about fixing the trains,"Instead of spending billions to bail out airlines, advocates argue for a more carbon-friendly pandemic investment: railroad travel.",2020-06-23,neutral,0.8282365202903748,neutral,0.825603723526001,0,0,0.0
POLITICS,how the black lives matter protests are shaking up new york’s primaries,Incumbent House members and establishment favorites are on the defensive as progressive hopefuls ride an activist upswell.,2020-06-22,negative,0.489339143037796,negative,0.8789137601852417,-1,-1,-1.0
POLITICS,never-trump gop group dumps on puny tulsa rally in new ad,"The Lincoln Project hit Trump's ""size problem"" in a new video called ""Shrinking.""",2020-06-22,negative,0.9231960773468018,neutral,0.7532070279121399,-1,0,-0.5
U.S. NEWS,"minneapolis shooting leaves 1 dead, 11 injured",Police have not said what may have prompted the shooting.,2020-06-21,negative,0.9307324886322021,negative,0.6346722841262817,-1,-1,-1.0
POLITICS,investing in harm reduction must be included in the movement to defund police,"For the last 30 years, harm reduction advocates have worked to humanize communities that are often criminalized.",2020-06-21,neutral,0.8815851211547852,neutral,0.7445842027664185,0,0,0.0
POLITICS,trump uses racist terms 'kung flu' and 'chinese virus' to describe covid-19,"White House counselor and Trump ally Kellyanne Conway was furious earlier this year when she heard reports of an administration official saying ""kung flu.""",2020-06-21,negative,0.5145326256752014,negative,0.9281238317489624,-1,-1,-1.0
POLITICS,trump compared to segregationist george wallace in scathing republican ad,"The racist Alabama politician said ""looters"" in civil rights protests should be shot ""on sight."" President Trump said, ""When the looting starts, the shooting starts.""",2020-06-20,negative,0.7301704287528992,negative,0.6216145157814026,-1,-1,-1.0
POLITICS,"pressed repeatedly to say ‘black lives matter,’ mike pence says ‘all lives matter’",A Philadelphia news anchor asked the vice president point-blank on Friday -- Juneteenth -- whether he’d be willing to say the words.,2020-06-20,neutral,0.8280129432678223,neutral,0.9162467122077942,0,0,0.0
POLITICS,dr. anthony fauci warned white house that tulsa rally would be dangerous: report,"President Trump and his campaign advisers shrugged off warnings from prominent coronavirus task force members, sources told NBC News.",2020-06-20,negative,0.7786019444465637,negative,0.8431697487831116,-1,-1,-1.0
POLITICS,the coronavirus pandemic doesn't care that we're all bored with it,"From President Donald Trump on down, a lot of Americans are behaving as though the crisis is over. It isn't.",2020-06-20,neutral,0.7355987429618835,neutral,0.6118078827857971,0,0,0.0
POLITICS,arnold schwarzenegger goes full terminator on people politicizing face masks,The former GOP governor had a scathing message for people making a political statement by refusing to wear masks to slow the spread of the coronavirus.,2020-06-19,neutral,0.7988868355751038,negative,0.8535905480384827,0,-1,-0.5
POLITICS,melania trump posts juneteenth tweet and gets reminded of 'birther' past,The first lady was lambasted for previously accusing President Barack Obama of faking his birth certificate.,2020-06-19,neutral,0.5072349905967712,negative,0.9331404566764832,0,-1,-0.5
POLITICS,"jean kennedy smith, jfk's last surviving sibling, dead at 92","As a U.S. ambassador, Smith played a key role in the peace process in Northern Ireland.",2020-06-18,neutral,0.5899226665496826,neutral,0.739961564540863,0,0,0.0
POLITICS,'disturbing’ ivanka trump emails resurface in wake of bolton book,Messages obtained by American Oversight get new attention after being highlighted on social media by former White House ethics chief Walter Shaub.,2020-06-18,negative,0.6919728517532349,neutral,0.4626261293888092,-1,0,-0.5
POLITICS,"supreme court rules trump wrongly ended daca, leaves program in place","Nearly 650,000 people are currently protected from deportation under the Deferred Action for Childhood Arrivals program.",2020-06-18,negative,0.7514232993125916,negative,0.5040050148963928,-1,-1,-1.0
POLITICS,assault charges for missouri detective accused of hitting protester with suv,Florissant Detective Joshua Smith was captured on video allegedly hitting a black suspect with a police SUV then kicking and punching his victim.,2020-06-17,negative,0.8191755414009094,negative,0.7262440323829651,-1,-1,-1.0
POLITICS,mike pence hammered over coronavirus op-ed: 'as pathetic as it is reckless',The vice president was accused of gaslighting with his column for The Wall Street Journal.,2020-06-17,negative,0.9142760634422302,negative,0.8280425667762756,-1,-1,-1.0
MONEY,where's my stimulus check? how to track your coronavirus relief payment.,"If your check was sent but you never got it, you may need to contact the IRS to trace the payment.",2020-06-16,neutral,0.9256001710891724,neutral,0.8266785144805908,0,0,0.0
POLITICS,mississippi set to become the 13th state to criminalize fossil fuel protests,"A bill intended to have a chilling effect threatens seven years in prison for protesters and up to $100,000 in fines for groups supporting them.",2020-06-16,neutral,0.827738881111145,negative,0.8890954852104187,0,-1,-0.5
POLITICS,chilling new footage shows police officer ignoring pleas to help george floyd,"Officer Tou Thao does not respond or react to a group of people demanding that he help George Floyd, who was later pronounced dead.",2020-06-15,negative,0.830381453037262,negative,0.814257025718689,-1,-1,-1.0
POLITICS,supreme court says lgbtq employees are protected by civil rights employment statutes,"While Title VII bars discrimination on the basis of “race, color, national origin, sex, and religion,” the original bill didn’t define “sex” as a term.",2020-06-15,neutral,0.8685211539268494,neutral,0.8936854600906372,0,0,0.0
POLITICS,joe biden has problems he can’t solve from his basement,"Biden’s lead has grown as Trump has dominated the news cycle, but the Democratic nominee needs coverage to increase enthusiasm for his campaign.",2020-06-14,negative,0.4974355697631836,positive,0.804990291595459,-1,1,0.0
POLITICS,protests continue in u.s. after deaths of more black men,Roughly 150 protesters marched outside an Atlanta Wendy’s restaurant to protest the fatal shooting of Rayshard Brooks by a white police officer.,2020-06-14,negative,0.916033923625946,negative,0.8307086229324341,-1,-1,-1.0
POLITICS,fox news is lying about seattle’s 'autonomous zone',It’s more Woodstock than war zone.,2020-06-14,negative,0.671286940574646,neutral,0.9194068312644958,-1,0,-0.5
POLITICS,protesters light fire inside wendy's where atlanta police killed black man,Angry protesters gathered after Rayshard Brooks was fatally shot by a police officer outside the fast-food restaurant Friday. The officer was fired late Saturday.,2020-06-14,negative,0.71894371509552,negative,0.8608837723731995,-1,-1,-1.0
POLITICS,secret service finally admits it used pepper spray on protesters before trump church pic,"The agency reversed its previous claim, days after Park Police did the same.",2020-06-14,negative,0.6908986568450928,negative,0.7325378060340881,-1,-1,-1.0
POLITICS,the violent extremist threat that's growing during nationwide protests,"As Donald Trump warns of antifa, far-right extremists linked to the Boogaloo movement have been repeatedly charged with attacks.",2020-06-13,neutral,0.539155125617981,negative,0.7285001277923584,0,-1,-0.5
POLITICS,tiktok comedian sarah cooper spills secrets on lip-synching trump in jimmy fallon interview,"""He's just kind of BSing his way through the presidency,"" Cooper said.",2020-06-13,neutral,0.6046554446220398,neutral,0.6360540986061096,0,0,0.0
U.S. NEWS,don lemon responds to dave chappelle's criticism of him in new '8:46' netflix special,The comedian called out Lemon during his powerful special addressing the police killing of George Floyd.,2020-06-13,neutral,0.5685962438583374,negative,0.44355112314224243,0,-1,-0.5
MEDIA,"‘to say that she’s an abusive figure is an understatement’: at abc news, toxicity thrives","Sources say Barbara Fedida, a powerful ABC News executive, has an extensive history of insensitive comments. She's now been placed on administrative leave while the network investigates.",2020-06-13,neutral,0.6661049723625183,negative,0.905206561088562,0,-1,-0.5
POLITICS,lindsey graham in new ad: 'joe biden is as good a man as god ever created',Senator's old comments come back to haunt latest video by Republican Voters Against Trump.,2020-06-13,neutral,0.5786362886428833,negative,0.5515034198760986,0,-1,-0.5
POLITICS,trump defends racist phrase by citing philadelphia's infamous ‘vote white’ mayor,"The president defended his use of the phrase ""when the looting starts, the shooting starts.""",2020-06-12,negative,0.5715466737747192,negative,0.5578129291534424,-1,-1,-1.0
POLITICS,joe biden mocked in trump campaign ad for kneeling — in a church,Biden prayed with Black leaders at Bethel AME Church in Delaware. His kneeling was superimposed over violent protest scenes in an ad for Donald Trump.,2020-06-12,negative,0.6034877896308899,neutral,0.804271936416626,-1,0,-0.5
POLITICS,"tennessee lawmakers vote to keep kkk leader’s bust in capitol, igniting protests",The bust of Confederate general Nathan Bedford Forrest was likened to a monument to Adolf Hitler. Supporters said removing it would erase history.,2020-06-11,negative,0.7473827004432678,negative,0.7606970071792603,-1,-1,-1.0
POLITICS,trump administration refuses to disclose which businesses received $500 billion in government bailout,"The move will prevent oversight of 4.5 million businesses that took a government Paycheck Protection Program loan. One critic called it ""unconscionable, jaw-dropping corruption.""",2020-06-11,neutral,0.5221564173698425,negative,0.8452518582344055,0,-1,-0.5
POLITICS,pulitzer-winning pandemic reporter on coronavirus: we're far from out of the woods,Laurie Garrett warned “most of America seems to have been lulled into a kind of happy complacency” about the crisis.,2020-06-11,neutral,0.7554128766059875,negative,0.7321709990501404,0,-1,-0.5
POLITICS,"in an election year, 2 vulnerable gop senators are suddenly conservationists","Cory Gardner and Steve Daines have backed Trump's anti-conservation agenda at every turn, but now they're joining a fight to shore up public lands funding.",2020-06-11,negative,0.5373089909553528,neutral,0.8042489886283875,-1,0,-0.5
POLITICS,tucker carlson rails against elmo and his dad in bonkers new rant,"The Fox News host isn't happy about ""Sesame Street"" characters explaining protests to children.",2020-06-10,negative,0.5375571846961975,negative,0.8129948973655701,-1,-1,-1.0
POLITICS,scientists funded by zuckerberg group warn facebook 'antithetical' to their mission,"More than 140 scientists funded by the Chan Zuckerberg Initiative say Facebook impedes the goal of an “inclusive, just, and healthy future.”",2020-06-08,negative,0.8367035984992981,negative,0.894934892654419,-1,-1,-1.0
POLITICS,the fall of america's monuments to racism,Worldwide protests over anti-Black racism and police brutality renewed efforts to take down Confederate monuments.,2020-06-08,neutral,0.7936598658561707,negative,0.7622782588005066,0,-1,-0.5
POLITICS,trump’s mar-a-lago broken promise does not affect his ability to vote from there,The county elections chief said Trump’s agreement with Palm Beach is not her concern and does not affect his ability to use the resort as a legal residence.,2020-06-08,neutral,0.9274227023124695,neutral,0.8793985843658447,0,0,0.0
POLITICS,american police are at war with democracy itself,"In city after city, officers are openly flouting any attempt at democratic restraint in an effort to assert authoritarian power.",2020-06-07,negative,0.7252227663993835,negative,0.8028377890586853,-1,-1,-1.0
POLITICS,pentagon threat sparked shocking crackdown on protesters for trump photo op: report,"Military officials also ordered use of two Army National Guard helicopters to intimidate civilians in Washington, D.C., sources told The New York Times.",2020-06-07,negative,0.8026383519172668,negative,0.7349277138710022,-1,-1,-1.0
POLITICS,some gop heavyweights won't vote to reelect trump: report,Former president George W. Bush is among them.,2020-06-07,neutral,0.7006747126579285,neutral,0.8952897787094116,0,0,0.0
POLITICS,around the world: black lives matter,"From Durham, North Carolina, to Tokyo to San Francisco to Berlin, thousands of people took to the streets to protest George Floyd’s death, police brutality and racism.",2020-06-07,neutral,0.8403750061988831,negative,0.6036939024925232,0,-1,-0.5
POLITICS,"protest cost him his career. still, mahmoud abdul-rauf urges on the protesters","The former NBA player talks about the anti-racism movement, demands for real change and how his faith keeps him grounded.",2020-06-06,neutral,0.5894705653190613,neutral,0.889580488204956,0,0,0.0
POLITICS,watchdog calls for fbi probe into medical and pharma stock holdings of pence chief of staff,"Marc Short may have participated ""personally and substantially in particular matters affecting companies in which he holds stock,"" according to the complaint.",2020-06-06,neutral,0.8460314869880676,neutral,0.7690062522888184,0,0,0.0
POLITICS,lone protester left bleeding after buffalo cops push him to the ground,Two police officers have been suspended after disturbing video of the incident offers a glimpse at how police are responding to peaceful demonstrations.,2020-06-05,negative,0.8585129976272583,negative,0.8871356248855591,-1,-1,-1.0
POLITICS,trump’s occupation of d.c. fuels calls for statehood,The deployment of unwanted federal forces in the District of Columbia is only possible because it is not a state.,2020-06-05,neutral,0.8744667172431946,negative,0.6134147047996521,0,-1,-0.5
POLITICS,"william barr's vast, nameless army is being brought to bear on d.c. protesters","Federal law enforcement officers are operating on American streets without identification, which experts say breeds a culture of impunity.",2020-06-04,neutral,0.711882472038269,negative,0.7869336605072021,0,-1,-0.5
POLITICS,american policing has always been about enforcing white supremacy,"Police scholar and author Alex S. Vitale gives a thorough explainer on the history of police forces, how we got to this moment, and a radical reimagining of our future.",2020-06-04,neutral,0.8686457872390747,neutral,0.8453453779220581,0,0,0.0
MEDIA,sean hannity and jill rhodes divorce after 26 years of marriage,"The Fox News host and his wife, a former journalist, had been separated for ""many years,"" they said.",2020-06-03,neutral,0.5518927574157715,neutral,0.5855104327201843,0,0,0.0
POLITICS,houston police chief rips donald trump’s violent rhetoric: 'keep your mouth shut',"“This is not Hollywood. This is real life, and real lives are at risk,” Chief Art Acevedo told CNN’s Christiane Amanpour.",2020-06-03,negative,0.7489432692527771,neutral,0.522205114364624,-1,0,-0.5
POLITICS,largest free-flying american flag torn to shreds by storm,"The 70-by-140-foot flag usually flies from a 400-foot flagpole in Sheboygan, Wisconsin.",2020-06-03,negative,0.5575997829437256,neutral,0.9363644123077393,-1,0,-0.5
POLITICS,trump brutally mocked for saying he went to bunker just to inspect it,"One Twitter user wondered what the president was inspecting the bunker for: ""Bunkeriness? Hideability?""",2020-06-03,negative,0.7573925256729126,neutral,0.8447177410125732,-1,0,-0.5
POLITICS,right-wing media’s antifa obsession is creating a justification for harsh protest crackdowns,Fox News and pro-Trump pundits have turned complex national unrest into an oversimplified narrative.,2020-06-01,negative,0.8839160203933716,negative,0.908439040184021,-1,-1,-1.0
POLITICS,"'we're witnessing the collapse of the legitimacy of leadership,' warns cornel west","West slammed the ""vicious legacy of white supremacy"" and ""legalized looting"" as America turned out to protest George Floyd's death for another night.",2020-06-01,negative,0.9642360806465149,negative,0.7768084406852722,-1,-1,-1.0
POLITICS,rush limbaugh tells breakfast club: 'i don't feel like i'm a white supremacist',"Charlamagne Tha God, the show's host, called Limbaugh ""delusional"" after his guest termed white privilege ""a liberal, political construct.""",2020-06-01,neutral,0.8276483416557312,negative,0.8466029167175293,0,-1,-0.5
U.S. NEWS,"u.s. cities assess protest damage, await another day of unrest","The droves of people congregating in chanting demonstrations threatened to trigger new outbreaks, a fact overshadowed by the boiling tensions.",2020-05-31,negative,0.6278662085533142,negative,0.9299599528312683,-1,-1,-1.0
U.S. NEWS,protesters converge on white house for second straight day,"D.C.Police wore tactical gear as they, along with the D.C. National Guard, blockaded protesters.",2020-05-31,negative,0.8145477771759033,negative,0.5354437232017517,-1,-1,-1.0
POLITICS,trump says antifa will be designated a terrorist organization,"Trump blamed “radical left anarchists,” as well as the media, for stirring up trouble. He missed identifying the source of the upheaval.",2020-05-31,neutral,0.6701325178146362,negative,0.7459989786148071,0,-1,-0.5
POLITICS,atlanta mayor: trump's response to protests 'like charlottesville all over again',"""He speaks and he makes it worse,"" Keisha Lance Bottoms said of the president's remarks about protests over George Floyd's death.",2020-05-31,neutral,0.4417300820350647,negative,0.7478838562965393,0,-1,-0.5
POLITICS,michelle obama: ‘i’m exhausted by a heartbreak that never seems to stop’,The former first lady responded to the death of George Floyd with an Instagram post about rooting out racism.,2020-05-30,neutral,0.5588733553886414,neutral,0.6192687153816223,0,0,0.0
POLITICS,trump justice department killed police reform programs that could have helped minneapolis,"Instead of helping cities change police practices, the Justice Department is threatening to turn federal resources on protesters.",2020-05-30,positive,0.5328481197357178,negative,0.8102882504463196,1,-1,0.0
POLITICS,louisiana bill would mandate 3-year minimum sentence for trespassing on fossil fuel sites,The legislation could inflict harsh new punishments on Black protesters opposing a massive complex of plastics plants on what are likely slave burial grounds.,2020-05-30,neutral,0.6909900903701782,negative,0.8969261646270752,0,-1,-0.5
POLITICS,vaccine politics take center stage in competitive democratic primaries,"In Vermont and New York, veteran lawmakers are on the defensive about past vaccine skepticism.",2020-05-29,neutral,0.8571874499320984,negative,0.843628466129303,0,-1,-0.5
POLITICS,rank-and-file republicans turn on trump in new effort to block his reelection,"“I’d vote for a tuna fish sandwich before I’d vote for Donald Trump again,"" says one voter in the video testimonials.",2020-05-29,negative,0.8730825185775757,neutral,0.7475578188896179,-1,0,-0.5
POLITICS,minneapolis police station set on fire as george floyd protests rage for third day,The city's third precinct was overrun by protestors amid nationwide demonstrations following Floyd's death in police custody.,2020-05-29,negative,0.6771668195724487,negative,0.9171361923217773,-1,-1,-1.0
POLITICS,right-wing radio reaches tens of millions. its coronavirus conspiracies are out of control.,Talk radio hosts like Rush Limbaugh have spread wild misinformation about the virus as they defend Trump's botched response to the pandemic.,2020-05-28,negative,0.5689138770103455,negative,0.8759952187538147,-1,-1,-1.0
POLITICS,one of the first california counties to reopen is closing again (update),"""We now have a serious problem,” Lassen County's public health officer said of the new coronavirus outbreak.",2020-05-28,neutral,0.9039323329925537,negative,0.9211142063140869,0,-1,-0.5
POLITICS,rush limbaugh says cancer treatment is ‘kicking my ass’,"“For the last seven days, I have been virtually worthless, virtually useless,"" the conservative radio host revealed.",2020-05-28,neutral,0.5826853513717651,negative,0.7721827626228333,0,-1,-0.5
POLITICS,trump says 'thank you' to video declaring 'the only good democrat is a dead democrat',The president shared a tweet from Cowboys for Trump in which the group's founder told rallygoers that they should protest stay-at-home orders.,2020-05-28,neutral,0.7023202180862427,negative,0.8364063501358032,0,-1,-0.5
POLITICS,"fox's lou dobbs lavishes praise on donald trump as u.s. coronavirus deaths top 100,000","The Fox Business host faced backlash over his latest outlandish claim about the president, which came as the U.S. hit the bleak pandemic milestone.",2020-05-28,positive,0.6658234000205994,negative,0.9219909906387329,1,-1,0.0
POLITICS,trump taunts reporter for wearing mask during white house news conference,"Trump mocked a journalist as ""politically correct"" for wearing a face covering to prevent the spread of the coronavirus.",2020-05-27,negative,0.7551462054252625,negative,0.8005903959274292,-1,-1,-1.0
POLITICS,justice department drops probes of 3 senators who sold stock after coronavirus briefings,"“This was a politically motivated attack shamelessly promoted by the fake news media,"" an aide to Sen. Kelly Loeffler said.",2020-05-27,negative,0.9315459132194519,negative,0.8229490518569946,-1,-1,-1.0
POLITICS,justice department investigating ahmaud arbery killing as possible hate crime: reports,"Attorneys for Arbery's family said they were confident the ""DOJ would do their part to fully investigate all players involved in this murder.""",2020-05-26,negative,0.6125807166099548,neutral,0.7267068028450012,-1,0,-0.5
POLITICS,abc news reporter's question about biden's coronavirus mask does not go well,Twitter users slammed Terry Moran’s question as “staggeringly stupid” and “breathtakingly irresponsible.”,2020-05-26,neutral,0.743445873260498,negative,0.8602964878082275,0,-1,-0.5
POLITICS,twitter applies fact-check labels to trump tweets for first time,"The president accused the platform of ""stifling free speech"" after it added a link to reports debunking his tweets about mail-in ballots leading to fraud.",2020-05-26,neutral,0.9276376962661743,negative,0.8871665000915527,0,-1,-0.5
CRIME,car thefts spike during covid-19 pandemic,"Despite silent streets and nearly nonexistent traffic, vehicle larcenies shot up 63% in New York and nearly 17% in Los Angeles from Jan. 1 through mid-May.",2020-05-25,negative,0.910728394985199,positive,0.9340308904647827,-1,1,0.0
POLITICS,trump flips out after biden ad rips him for golfing amid growing death toll,"Trump golfed twice over the weekend as the coronavirus death toll in the United States approached 100,000.",2020-05-25,negative,0.842454731464386,negative,0.45826196670532227,-1,-1,-1.0
POLITICS,gop gov. rejects divide over wearing face masks: 'this is not about politics',Ohio's Mike DeWine joined North Dakota's Doug Burgum in urging people to set aside politics and put on masks.,2020-05-25,neutral,0.8025570511817932,neutral,0.7270879745483398,0,0,0.0
POLITICS,michigan gov. whitmer says she censors herself on trump to keep federal aid,Trump attacked Gov. Gretchen Whitmer on Twitter after she spoke about her state’s struggle to get protective health care equipment during the coronavirus pandemic.,2020-05-24,negative,0.5604575872421265,negative,0.8913519978523254,-1,-1,-1.0
POLITICS,white house press secretary: golf is not ok while u.s. mourns  (trump exempt),"Kayleigh McEnany was talking about Barack Obama, not Donald Trump. And she was referring to the death of journalist Daniel Pearl in 2002, when Obama was an Illinois state senator.",2020-05-24,neutral,0.5886918306350708,neutral,0.6795936226844788,0,0,0.0
POLITICS,trump doubles down on fact-free fraud theory about mail-in voting,"Trump on Sunday called mail-in voting a ""Scam!"" — even though he personally took advantage of such voting himself.",2020-05-24,negative,0.49808740615844727,negative,0.6420203447341919,-1,-1,-1.0
POLITICS,"bots are likely responsible for nearly half of covid-19 tweets, say researchers","Many of them are promoting fake cures, spreading conspiracy theories and pushing to ""re-open America.""",2020-05-24,neutral,0.9127489924430847,neutral,0.8209537267684937,0,0,0.0
POLITICS,fox news' judge napolitano says trump has no power to override governors on churches,"The president “on his own ... is without authority to do that,” said the legal analyst.",2020-05-23,neutral,0.6621465682983398,neutral,0.7648742198944092,0,0,0.0
POLITICS,jenna bush hager pays tribute to white house butler who died of coronavirus,"""He was the loveliest,"" the daughter of former President George W. Bush said of Wilson Roosevelt Jerman. ""We loved him.""",2020-05-23,neutral,0.8271663784980774,neutral,0.7824609875679016,0,0,0.0
POLITICS,"study: white supremacist groups are ‘thriving’ on facebook, despite extremist ban","With many Americans vulnerable to fascist ideologies during the pandemic, the study warns, Facebook could be fertile ground for recruitment.",2020-05-23,positive,0.5397878885269165,neutral,0.5873430967330933,1,0,0.5
POLITICS,"white house press secretary goofs up, broadcasts trump's banking details",Trump's donation to the Department of Health and Human Services shown off by Kayleigh McEnany included a few too many details.,2020-05-23,neutral,0.8908680081367493,negative,0.5194364190101624,0,-1,-0.5
POLITICS,cdc issues alarming triple-fatality report on covid-19 cases at arkansas church,The contagion study is released just as Trump is demanding that churches reopen.,2020-05-23,negative,0.9593108296394348,neutral,0.7601045370101929,-1,0,-0.5
POLITICS,lindsey graham's hypocrisy on donald trump is laid bare in new attack ad,"The 81-second spot slams the South Carolina Republican as “spineless,” “shameless” and “dangerous.""",2020-05-22,neutral,0.5006105303764343,negative,0.8492639660835266,0,-1,-0.5
BUSINESS,"how weight watchers fired workers via zoom, the new cruel covid-19 layoff tool",Many of them were devoted longtime members of the iconic weight-loss program. They’re heartbroken.,2020-05-22,negative,0.8144769072532654,neutral,0.5891091823577881,-1,0,-0.5
POLITICS,fox news host asks for 'one example of a lie' from white house about coronavirus,Anchor Dana Perino got more than she bargained for from Biden campaign adviser Symone Sanders.,2020-05-21,neutral,0.7290791869163513,positive,0.7660000920295715,0,1,0.5
POLITICS,former white house butler who served 11 presidents dies of coronavirus,Wilson Roosevelt Jerman worked with every president from Dwight Eisenhower to Barack Obama during his 55-year career.,2020-05-21,negative,0.5506502985954285,neutral,0.9199194312095642,-1,0,-0.5
POLITICS,pastor who claimed to cure coronavirus with faith dies of coronavirus,Frankline Ndifor had claimed to cure the COVID-19 infection in Cameroon via the laying of hands.,2020-05-21,neutral,0.6761115789413452,neutral,0.7003653645515442,0,0,0.0
POLITICS,experts worry trump's hydroxychloroquine claims could have major consequences,"While Trump continues to push the antimalarial medication for coronavirus prevention, doctors fear that Americans will listen.",2020-05-21,negative,0.9585238695144653,negative,0.8133358955383301,-1,-1,-1.0
TRAVEL,the safest way to take a road trip while social distancing,Traveling near or far in your car during the coronavirus pandemic? Follow these precautions for a safer road trip.,2020-05-21,neutral,0.857333779335022,neutral,0.9095264673233032,0,0,0.0
POLITICS,trump warns farmers that gun control will leave their potatoes defenseless,"Virginia Gov. Ralph Northam fires back: ""I suggest you stop taking hydroxychloroquine.""",2020-05-20,negative,0.5678635239601135,negative,0.7430787682533264,-1,-1,-1.0
POLITICS,tiffany trump graduates from georgetown law: 'we did it!',"President Donald Trump's youngest daughter didn't get a traditional ceremony due to the coronavirus, but she celebrated on Instagram.",2020-05-19,neutral,0.6111311316490173,neutral,0.8460665941238403,0,0,0.0
POLITICS,trump hopes you forget how he praised china and the who before blaming them,"For months, the president applauded China’s coronavirus response before he and his reelection team flipped to blaming that country.",2020-05-19,neutral,0.8435817956924438,positive,0.7145246267318726,0,1,0.5
U.S. NEWS,13 sailors on the uss theodore roosevelt again test positive for covid-19 after reportedly recovering,The sailors had returned to duty on the aircraft carrier after previously testing negative. They have all been taken off the ship.,2020-05-17,negative,0.4966936707496643,negative,0.8724068403244019,-1,-1,-1.0
U.S. NEWS,how new york suffered nearly 10 times the number of deaths as california,"California’s governor and San Francisco’s mayor worked together to act early in confronting the COVID threat. For Andrew Cuomo and Bill de Blasio, it was a different story, and 27,000 New Yorkers have died so far.",2020-05-17,negative,0.7026160955429077,neutral,0.5820842981338501,-1,0,-0.5
POLITICS,trump blasts obama as 'incompetent' after apparent commencement speech jab,The president claimed he hadn't heard his predecessor's remarks criticizing U.S. leadership during the coronavirus pandemic.,2020-05-17,negative,0.8928371071815491,negative,0.7699584364891052,-1,-1,-1.0
POLITICS,eric trump claims covid-19 will 'magically' vanish after election day,His theory runs counter to experts' predictions that a second wave next winter might be even worse.,2020-05-17,neutral,0.8539099097251892,negative,0.9151917099952698,0,-1,-0.5
POLITICS,twitter users can't get over what donald trump is calling the u.s.'s new weapon,"“I’m really looking forward to Trump’s defenders saying this with a straight face,” tweeted longtime GOP strategist Rick Wilson.",2020-05-16,negative,0.8043315410614014,positive,0.8274974226951599,-1,1,0.0
POLITICS,house passes $3 trillion coronavirus relief bill,"The Senate isn't expected to take it up, but it puts pressure on Republicans to do something.",2020-05-16,positive,0.7096840143203735,neutral,0.7167854905128479,1,0,0.5
POLITICS,"cdc now projects more than 100,000 deaths from the coronavirus by june",The latest forecast of COVID-19 deaths in the U.S. is far higher than President Donald Trump's estimates.,2020-05-16,neutral,0.6651593446731567,positive,0.89410799741745,0,1,0.5
POLITICS,"honking truckers were showing trump 'love,' president claims at briefing. no, they weren't.",Protesters were demanding help from the federal government during the COVID-19 crisis as shipping rates plunge.,2020-05-16,neutral,0.8269973397254944,negative,0.9404841661453247,0,-1,-0.5
POLITICS,maxine waters: sister who died of coronavirus was not tested before surgery,"It was ""a matter of a couple of weeks and she was gone,” the California congresswoman told MSNBC's Chris Hayes.",2020-05-16,neutral,0.8232784271240234,negative,0.7492185831069946,0,-1,-0.5
POLITICS,trump annihilated online over claim 'we'd have very few cases' without testing,"""Ask any oncologist and they’ll tell you the secret to beating cancer is just never to get screened for it,"" one commenter sniped.",2020-05-15,negative,0.8615090250968933,neutral,0.6493977904319763,-1,0,-0.5
POLITICS,whoopi goldberg asks chris christie who he's willing to sacrifice to reopen economy,"The former New Jersey governor told ""The View"" Friday that “lives are going to be lost inevitably in this, no matter what we do.”",2020-05-15,neutral,0.8931728601455688,negative,0.515539824962616,0,-1,-0.5
POLITICS,the strange origins of trump’s hydroxychloroquine obsession,"How a “philosopher” who tweets anti-Semitism, two bitcoin bros and right-wing media helped put an idea in the president’s head.",2020-05-13,neutral,0.8991059064865112,neutral,0.849881112575531,0,0,0.0
POLITICS,mitch mcconnell: ‘classless’ obama ‘should’ve kept his mouth shut’ about trump,The Senate majority leader wants the former president to keep quiet.,2020-05-12,neutral,0.49953189492225647,neutral,0.7462780475616455,0,0,0.0
POLITICS,"fbi goofs, reveals name of saudi official suspected of supporting 9/11 hijackers",The accidental disclosure could revive questions about potential Saudi links to the 9/11 plot,2020-05-12,neutral,0.848702073097229,neutral,0.41317012906074524,0,0,0.0
POLITICS,barack and michelle obama mark mother's day with messages of gratitude,"""Even if you can’t give the moms in your life a hug today, I hope you can give them an extra thank you today,"" the former president wrote.",2020-05-11,neutral,0.8418184518814087,positive,0.7792472839355469,0,1,0.5
POLITICS,steve mnuchin: actual u.s. unemployment rate 'could be' close to 25%,The rate of joblessness is estimated to have peaked at 24.9% during the worst of the Great Depression.,2020-05-10,negative,0.8841403722763062,negative,0.9594250321388245,-1,-1,-1.0
CRIME,brother of ‘doomsday’ mom lori vallow died of natural causes: autopsy,"Alex Cox is believed to have been one of the last people to see Vallow's two children, who have been missing since September.",2020-05-10,neutral,0.5979170799255371,negative,0.5311959981918335,0,-1,-0.5
POLITICS,vicious r.e.m. music video parody takes down trump on covid-19,"""I thought I heard you coughing,"" Donald Trump ""sings"" in twisted spoof of R.E.M.'s ""Losing My Religion"" — renamed ""Losing My Civilians.""",2020-05-10,neutral,0.6007696390151978,neutral,0.7702904939651489,0,0,0.0
